Joshua,0x1000005
Spells of great power.<q>Dost thou cast spells of great power?<y>What is the most powerful reagent?<n>Dost thou know their main ingredient?,0x100097b
mand,0x100097c
Ask at the Folley tavern of mandrake.,0x100097d
Kline,0x100097e
a searching paladin!,0x100097f
job,0x1000980
I seek entry to the shrine of honor!<q>Know ye the two requirements to enter and use the shrine?<y>What are they?<n>What dost thou think?,0x1000981
heal,0x1000982
Well.,0x1000983
mant,0x1000984
The mantra is 'SUMM'.,0x1000985
rune,0x1000986
Ask a skilled craftsman to carve one for thee!,0x1000987
Lexington,0x1000988
a shining paladin,0x1000989
job,0x100098a
I am warlord of Trinsic.,0x100098b
heal,0x100098c
Superb.,0x100098d
warl,0x100098e
I have solved many quests!,0x100098f
ques,0x1000990
"The solving of quests brings ye honor!<q>Strive ye for honor?<y>Then solve quests but attack not non-evil creatures, and get not others gold!<n>Oh.",0x1000991
Dergin,0x1000992
a soulful fighter,0x1000993
job,0x1000994
I seek a place to rest.,0x1000995
heal,0x1000996
Tired.,0x1000997
rest,0x1000998
I have quested long and hard.,0x1000999
ques,0x100099a
I seek enlightenment at the shrine of honor!<q>Art thou enlightened in honor?<y>Good.<n>The shrine lies to the south and west beyond the swamps!,0x100099b
a guard,0x100099c
a big guard,0x100099d
job,0x100099e
We guard the gate.,0x100099f
heal,0x10009a0
Excellent.,0x10009a1
gate,0x10009a2
Into and out of Trinsic.,0x10009a3
guar,0x10009a4
"'tis an honorable job!<q>Dost thou strive to bring honor upon the peers?<y>Dupre, the leader of our towne, joins many honorable quests!<n>Dolt.",0x10009a5
Quix,0x10009a6
a wandering mage,0x10009a7
job,0x10009a8
I seek the skeleton!,0x10009a9
heal,0x10009aa
Adequate.,0x10009ab
skel,0x10009ac
It knows a great secret.,0x10009ad
secr,0x10009ae
"About the purple stones of honor!<q>Dost thou have a purple stone?<y>Use it wisely!<n>Seek one, for they are very useful!",0x10009af
a guard,0x10009b0
a strong guard,0x10009b1
job,0x10009b3
To guard.,0x10009b4
heal,0x10009b5
Guarded.,0x10009b6
guar,0x10009b7
Guarding.,0x10009b8
stro,0x10009b9
Guard,0x10009ba
Tegan,0x10009bb
a woman with a chisel,0x10009bc
job,0x10009be
I am a sculptor.,0x10009bf
heal,0x10009c0
Fit.,0x10009c1
stat,0x10009c2
"I am working on a piece called ""The Stranger from Another World"".",0x10009c3
scul,0x10009c4
I sculpt statues in honor of the heroes of the past.<q>Dost thou need my help with something?<y>What can I do for thee?<n>Then I'll get back to my work.,0x10009c5
Jaana,0x10009c6
a quiet druid,0x10009c7
job,0x10009c8
I strive to understand justice.,0x10009c9
heal,0x10009ca
I am well.,0x10009cb
just,0x10009cc
"True justice satisfies all, false none.",0x10009cd
unde,0x10009ce
"Let justice be thy calling, not thy excuse!<q>Art thou just?<y>Many a grave has been unjustly filled in the name of justice.<n>Alas.",0x10009cf
a guard,0x10009d0
a tall guard,0x10009d1
job,0x10009d2
To guard the court.,0x10009d3
heal,0x10009d4
Yes.,0x10009d5
just,0x10009d6
A good life is inspired by love and guided by knowledge.,0x10009d7
cour,0x10009d8
Within this chamber justice is served.<q>Dost thou have business before the court?<y>Then enter.<n>Then do not disturb the proceedings!,0x10009d9
a guard,0x10009da
a big guard,0x10009db
job,0x10009dc
"We guard the jail.<q>Hast thou come to turn thyself in?<y>In which cell dost thou belong, felonies or misdemeanors.<n>Just visiting, eh.",0x10009dd
heal,0x10009de
Fit.,0x10009df
misd,0x10009e0
That'll be the left cell.,0x10009e1
felo,0x10009e2
That'll be the right hand cell. careful in there!,0x10009e3
Calumny,0x10009e4
a solemn druid,0x10009e5
job,0x10009e6
I make spells.,0x10009e7
heal,0x10009e8
Well.,0x10009e9
spel,0x10009ea
I invented quickness!<q>Can thou cast it?<y>It requires but one bloodmoss!<n>Adept.,0x10009eb
mand,0x10009ec
Mandrake root is found only in the Fens of the Dead and in the Bloody Plains where the ground is always damp.,0x10009ed
Talfourd,0x10009ee
a wise judge,0x10009ef
job,0x10009f0
I decide justice.,0x10009f1
heal,0x10009f2
Well.,0x10009f3
just,0x10009f4
The scales of justice are truth in action!,0x10009f5
scal,0x10009f6
"The symbol of justice.<q>Can thou honestly claim to be guilty of no crime ever?<y><@lose_humility>Doubtful.<n><@gain_humility>Then do thy penance in a cell, and with the felons, learn ye well.",0x10009f7
Flamis,0x10009f8
a burning fire,0x10009f9
job,0x10009fa
I hold the fabric of the true nature of justice.,0x10009fb
heal,0x10009fc
Bright.,0x10009fd
just,0x10009fe
The virtue of justice draws its nature from the principles of truth and love!,0x10009ff
fabr,0x1000a00
Of justice.<q>Hast thou always been just?<y><@lose_humility>Unlikely.<n><@gain_humility>At least thou art honest.,0x1000a01
Silent,0x1000a02
a chanting druid,0x1000a03
job,0x1000a04
Beh... Beh...,0x1000a05
heal,0x1000a06
Beh... Beh...,0x1000a07
beh.,0x1000a08
Beh... Beh...,0x1000a09
beh,0x1000a0a
Beh... Beh...,0x1000a0b
Dwp,0x1000a0c
a wise druid,0x1000a0d
job,0x1000a0e
"Welcome thee to Yew, city of justice!",0x1000a0f
heal,0x1000a10
I am well.,0x1000a11
just,0x1000a12
"Love no one more than the truth, for justice seeks no favors. Temper thy justice with understanding.",0x1000a13
yew,0x1000a14
Yes 'tis a fair city!<q>Dost thou like it?<y>Let it be as thine!<n>A pity.,0x1000a15
a poor beggar.,0x1000a16
a poor beggar,0x1000a17
job,0x1000a18
I have sinned.,0x1000a19
heal,0x1000a1a
Well treated.,0x1000a1b
sinn,0x1000a1c
I have gotten chests in the townes and killed non-evil creatures.<q>Should thou be in with the felons?<y>Thou art in the wrong cell.<n>Good.,0x1000a1d
felo,0x1000a1e
"They are mean, ugly villains!",0x1000a1f
Vorpal,0x1000a20
a mean nasty ugly villain!,0x1000a21
job,0x1000a23
I eat people who bug me!,0x1000a24
heal,0x1000a25
Hungry!,0x1000a26
vill,0x1000a27
That's me alright!,0x1000a28
peop,0x1000a29
"Like thee!<q>Art thou here to bug me?<y>Eat death, scum puppy!<n>Well thou art!",0x1000a2a
Lena,0x1000a2b
a sleek ranger,0x1000a2c
job,0x1000a2d
I search for a home.,0x1000a2e
heal,0x1000a2f
O.K.,0x1000a30
home,0x1000a31
On the range!,0x1000a32
rang,0x1000a33
"Where the deer and the antelope play.<q>Ever heard of such a place?<y>Seldom is heard a discouraging word!<n>Ah, what'ya have to ruin it for!",0x1000a34
Short Round,0x1000a35
a small child,0x1000a36
job,0x1000a37
I work for Jones.,0x1000a38
heal,0x1000a39
I am fine.,0x1000a3a
jone,0x1000a3b
I think Indi's on a quest!,0x1000a3c
ques,0x1000a3d
"I'm not so sure, but it should be fun!<q>Art thou having fun?<y>Write to Lord British and tell him!!!<n>I am so sorry, we all wish you would!",0x1000a3e
Frida,0x1000a3f
a withered form,0x1000a40
job,0x1000a41
"See my poor baby, I beg for him.",0x1000a42
heal,0x1000a43
I am starving and sick.,0x1000a44
baby,0x1000a45
"Oh, no, my baby is dying!<q>Wilt thou give me money so that I can get my baby healed?<y>Thou art kind and just!<n>Evil wretch, curse thee!",0x1000a46
Pinrod,0x1000a47
a thin man,0x1000a48
job,0x1000a49
I take council.,0x1000a4a
heal,0x1000a4b
Fine.,0x1000a4c
coun,0x1000a4d
"On justice.<q>Fight ye for justice?<y>Good, the druids chant the mantra!<n>Cad.",0x1000a4e
just,0x1000a4f
"Justice is hardest to find at the point of a sword, the steel is an agent of justice, humanity the perpetrator!",0x1000a50
a guard,0x1000a51
a big guard,0x1000a52
job,0x1000a53
To preserve the peace and insure justice!,0x1000a54
heal,0x1000a55
O.K.,0x1000a56
peac,0x1000a57
A good life is inspired by love and guided by truth!<q>Art thou always just?<y><@lose_humility>Unlikely!<n><@gain_humility>Strive to be!,0x1000a58
just,0x1000a59
Justice means not only to punish the bad but also to reward the good!,0x1000a5a
Dayna,0x1000a5b
a wandering druid,0x1000a5c
job,0x1000a5d
I seek justice.,0x1000a5e
heal,0x1000a5f
Well.,0x1000a60
just,0x1000a61
Learn at the shrine!,0x1000a62
shri,0x1000a63
"The shrine is to the northeast!<q>Dost thou have a rune?<y>Now learn the mantra, and seek out a green stone in an underground forest the dungeon Wrong!<n>Seek help from the unfortunate.",0x1000a64
Nyssa,0x1000a65
a battered druid,0x1000a66
job,0x1000a68
I am a victim of injustice.,0x1000a69
heal,0x1000a6a
Beaten.,0x1000a6b
vict,0x1000a6c
I once made weapons of yew.,0x1000a6d
weap,0x1000a6e
"During a battle, some druids were killed and my weapons were blamed to be at fault!<q>Dost thou agree that I am innocent?<y>If only I could prove it.<n>No weapon can guarantee victory.",0x1000a6f
Dirk,0x1000a70
a mighty fighter,0x1000a71
job,0x1000a72
I am here to congratulate thee!,0x1000a73
heal,0x1000a74
Superb.,0x1000a75
cong,0x1000a76
"Why, thou hast slain the great red dragon!",0x1000a77
scal,0x1000a78
"Search the remains.<q>Truth is, it has long been dead, but thou has proven thy valor regardless. Art thou looking for something?<y>What would that be?<n>Just visiting, eh?",0x1000a79
Vila,0x1000a7a
a lingering ghost,0x1000a7b
job,0x1000a7c
I am exploring.,0x1000a7d
heal,0x1000a7e
Art thou joking?,0x1000a7f
expl,0x1000a80
"Ever since my death, I have been able to travel much more.",0x1000a81
ivor,0x1000a82
"Yes, I have seen the ivory serpent in a valley near here, but thou wilt never find it in the shape that thou art in!",0x1000a83
Loric,0x1000a84
a charming man,0x1000a85
job,0x1000a86
I am here to welcome thee!,0x1000a87
heal,0x1000a88
Fine.,0x1000a89
welc,0x1000a8a
Welcome to the labyrinth of humility!,0x1000a8b
laby,0x1000a8c
No one yet has found the end!<q>Would thou like to be the first?<y>Then get started right away!<n>Very wise. Search about my feet for what thou dost need.,0x1000a8d
Cassandra,0x1000a8e
a simple shepherd,0x1000a8f
job,0x1000a90
I am a fool.,0x1000a91
heal,0x1000a92
Tired and frustrated.,0x1000a93
fool,0x1000a94
Only now do I realize the solution.,0x1000a95
solu,0x1000a96
The labyrinth of humility is a trap for the proud.<q>Dost thou understand?<y>Good.<n>The humble would not have come this far.,0x1000a97
Berek,0x1000a98
a man with a map,0x1000a99
job,0x1000a9a
I am attempting to map the labyrinth.,0x1000a9b
heal,0x1000a9c
Exhausted.,0x1000a9d
map,0x1000a9e
"I have covered every inch, but have yet to find the end.",0x1000a9f
end,0x1000aa0
Perhaps there is no end.<q>Would thou agree?<y>Then I shall humbly secede.<n>Not every puzzle has a solution.,0x1000aa1
Drool,0x1000aa2
a very thin man,0x1000aa3
job,0x1000aa4
I am lost!,0x1000aa5
heal,0x1000aa6
Starving!,0x1000aa7
lost,0x1000aa8
I cannot find the way back out.<q>Dost thou know the way out?<y>I am saved!<n>Rats only taste bad the first few times.,0x1000aa9
star,0x1000aaa
I've been surviving on rats!,0x1000aab
"I wish to build another telescope, but Palamar claims to have forgotten where the special gemstones are found. Discover the truth and I shall carve a rune for thee!",0x1000aac
Thou hast uncovered the truth from that deceitful scoundrel Palamar. I shall now reward thy honest deed by carving thee a rune from the gemstone.,0x1000aad
"If thou couldst gather some bamboo for me, I could make some instruments for the poor children of Britannia.",0x1000aae
Thy compassionate act will bring hope and joy to the unfortunate children of the land. I shall now carve thy rune from some of the bamboo.,0x1000aaf
I can carve thee a rune from the scale of a the Great Red Dragon. Only an army of fools can defeat it! Perhaps there are some here that can tell thee more on how to obtain a scale.,0x1000ab0
"Valor cannot be found through careful planning, nor proven with treasures and great tales. Give me the dragonscale, and from it, I shall carve thee a rune.",0x1000ab1
"If thou couldst bring some yew from the mightiest tree in the Deep Forest, I could make some weapons so that my craftsmanship can be used as evidence during my trial.",0x1000ab2
"With your help, I will surely be reprieved of the accusations brought against me. Thou art truly just and very deserving of the rune that I shall carve for thee.",0x1000ab3
"By giving of thyself, thou shalt receive.",0x1000ab4
"Impossibilities to some are but small tasks to others. Your self-sacrifice for one man has started an endless chain of events: Turlough's work will aid hundreds, who may in time help thousands. I will now aid thee by carving thee a rune.",0x1000ab5
"If thou couldst gather some granite for me, I could honor another worthy hero with a statue.",0x1000ab6
"By honoring others, thou hast brought honor upon thyself. In return, I shall honor thee by carving thee a rune.",0x1000ab7
"A rune of spirituality must be carved from ivory, an extremely rare substance in Britannia. I have heard tales of an ivory serpent not of this world, visiting Britannia from another dimension.",0x1000ab8
"Not all problems can be solved by laborious work or brute force. By expanding thy perspective, thou hast accomplished the improbable. For thy deeds, I shall now carve thee a rune.",0x1000ab9
"An underground labyrinth of passages can be found near the shrine. Where the passages lead, no one has yet discovered. Go there and solve the riddle of the labyrinth.",0x1000aba
"This bone that thou hast delivered is all that is left of an adventurer, too consumed with pride to accept that not all problems have a solution.",0x1000abb
palm,0x1000abc
rose,0x1000abd
sword,0x1000abe
scales,0x1000abf
tear,0x1000ac0
chalice,0x1000ac1
ankh,0x1000ac2
crook,0x1000ac3
Thou art truly an honest soul. Seek ye now to reach Elevation!,0x1000bb8
Thou dost seem an honest soul. Continued honesty will reward thee!,0x1000bb9
Thou hast made little progress on the paths of Honesty. Strive to prove thy worth!,0x1000bba
Thou art not an honest soul. Thou must live a more honest life to be an Avatar!,0x1000bbb
Thou art a thief and a scoundrel. Thou may not ever become an Avatar!,0x1000bbc
Compassion is a virtue that thou hast shown well. Seek ye now Elevation!,0x1000bbd
Thou dost show thy compassion well. Continued good will should be thy guide!,0x1000bbe
Thou hast not shown thy compassion well. Be more kind unto others!,0x1000bbf
Thou dost kill where there is no need and give too little unto others!,0x1000bc0
Thou art a cold and cruel brute. Thou shouldst go to prison for thy crimes!,0x1000bc1
Thou art a truly valiant warrior. Seek ye now Elevation in the virtue of valor!,0x1000bc2
Thou art showing Valor in the face of danger. Strive to become yet more so!,0x1000bc3
Thou art not yet a valiant warrior. Fight to defeat evil and prove thyself!,0x1000bc4
Thou dost not display a great deal of Valor. Not all battles need be won by force alone!,0x1000bc5
Thou art a murderous coward. Thou art consumed wholly by evil!,0x1000bc6
Thou art just and fair. Seek ye now the Elevation!,0x1000bc7
Thou dost seem fair and just. Strive to uphold Justice even more sternly!,0x1000bc8
Thou hast not proven thyself to be just. Strive to do justice unto all things!,0x1000bc9
Thou art cruel and unjust. In time thou will suffer for thy crimes!,0x1000bca
Thou art an unjust wretch. Thou are a fulsome meddler!,0x1000bcb
Thy self-sacrifice is great. Seek now Elevation!,0x1000bcc
Thou art giving of thyself in some ways. Seek ye now to find yet more!,0x1000bcd
Thy sacrifice is small. Give of thy life's blood so that others may live.,0x1000bce
Thou dost need to think more of the life of others and less of thy own!,0x1000bcf
"Thou art a self-serving Tufthunter. Thou deservest not my help, yet I grant it!",0x1000bd0
Thou hast proven thyself to be Honorable. Seek ye now for the Elevation!,0x1000bd1
Thou dost seem to be Honorable in nature. Seek to bring Honor upon others as well!,0x1000bd2
Thou dost need to show thyself to be more honorable. The path lies before thee!,0x1000bd3
Thou dost not fight with honor but with malice and deceit!,0x1000bd4
Thou art a cad and a bounder. Thy presence is an affront. Thou art low as a slug!,0x1000bd5
Spirituality is in thy nature. Seek ye now the Elevation!,0x1000bd6
Thou art doing well on the path to inner sight. Continue to seek the inner light.,0x1000bd7
Strive to know and master more of thine inner being. Meditation lights the path!,0x1000bd8
"Thou dost not take time to care about thy inner being, a must to be an Avatar!",0x1000bd9
Thy spirit is weak and feeble. Thou dost not strive for Perfection!,0x1000bda
Thy Humility shines bright upon thy being. Seek ye now for Elevation!,0x1000bdb
Thou dost seem a humble soul. Thou art setting strong stones to build virtues upon!,0x1000bdc
Thy progress on this path is most uncertain. Without Humility thou art empty!,0x1000bdd
Thou art too proud of thy little deeds. Humility is the root of all Virtue!,0x1000bde
Thou art proud and vain. All other virtue in thee is a loss!,0x1000bdf
"Lord British, Sovereign of all Britannia!",0x1000c1c
the King with the Royal Sceptre.,0x1000c1d
job,0x1000c1e
"I rule all Britannia, and shall do my best to help thee!",0x1000c1f
heal,0x1000c20
"I am well, thank ye.",0x1000c21
help,0x1000c22
"To survive in this hostile land thou must first know thyself! Seek ye to master thy weapons and thy magical ability! Take care in these thy first travels in Britannia... Until thou dost know well thyself, travel not far from the safety of the townes!",0x1000c23
Travel not the open lands alone. There may be other worthy people on the Quest with whom it would be wise to ask to join thee!,0x1000c24
"Learn ye the paths of virtue. Seek to gain entry unto the eight shrines! Find ye the Runes, needed for entry into each shrine, and learn each chant or ""Mantra"" used to focus thy meditations... Within the Shrines thou shalt learn of the deeds which show thy inner virtue or vice!",0x1000c25
"Choose thy path wisely for all thy deeds of good and evil are remembered and can return to hinder thee! Visit the Seer Hawkwind often and use his wisdom to help thee prove thy Virtue. When thou art ready, Hawkwind will advise thee to seek the Elevation unto partial Avatarhood in a virtue... Seek ye to become a partial Avatar in all eight virtues, for only then shalt thou be ready to seek the codex!",0x1000c26
Go ye now into the depths of the dungeons. Therein recover the 8 colored stones from the altar pedestals in the halls of the dungeons... Find the uses of these stones for they can help thee in the Abyss!,0x1000c27
Thou art doing very well indeed on the path to Avatarhood! Strive ye to achieve the Elevation in all eight virtues!,0x1000c28
"Find ye the Bell, Book and Candle! With these three things, one may enter the Great Stygian Abyss!",0x1000c29
"Before thou dost enter the Abyss thou shalt need the Key of Three Parts, and the Word of Passage... Then might thou enter the Chamber of the Codex of Ultimate Wisdom!",0x1000c2a
"Thou dost now seem ready to make the final journey into the dark Abyss! Go not alone! Good luck, and may the powers of good watch over thee on this thy most periolous endeavor! The hearts and souls of all Britannia go with thee now. Take care, my friend...",0x1000c2b
trut,0x1000c2c
Many truths can be learned at the Lycaeum. It lies on the northwestern shore of Verity Isle!,0x1000c2d
love,0x1000c2e
Look for the meaning of Love at Empath Abbey. The Abbey sits on the western edge of the Deep Forest!,0x1000c2f
cour,0x1000c30
Serpent's Castle on the Isle of Deeds is where Courage should be sought!,0x1000c31
hone,0x1000c32
The fair towne of Moonglow on Verity Isle is where the virtue of Honesty thrives!,0x1000c33
comp,0x1000c34
The bards in the towne of Britain are well versed in the virtue of Compassion!,0x1000c35
valo,0x1000c36
Many valiant fighters come from Jhelom in the Valarian Isles!,0x1000c37
just,0x1000c38
"In the city of Yew, in the Deep Forest, Justice is served!",0x1000c39
sacr,0x1000c3a
"Minoc, towne of self-sacrifice, lies on the eastern shores of Lost Hope Bay!",0x1000c3b
hono,0x1000c3c
"The Paladins who strive for Honor are oft seen in Trinsic, north of the Cape of Heroes!",0x1000c3d
spir,0x1000c3e
In Skara Brae the Spiritual path is taught. Find it on an isle near Spiritwood!,0x1000c3f
humi,0x1000c40
"Humility is the foundation of Virtue! The ruins of proud Magincia are a testimony unto the Virtue of Humility! Find the Ruins of Magincia far off the shores of Britannia, on a small isle in the vast Ocean!",0x1000c41
prid,0x1000c42
"Of the eight combinations of Truth, Love and Courage, that which contains neither Truth, Love nor Courage is Pride. Pride being not a Virtue must be shunned in favor of Humility, the Virtue which is the antithesis of Pride!",0x1000c43
mond,0x1000c44
"Mondain is dead!<q>Listen to the tale?<y><@ultima1>Lord British recounts the events of a time long gone, when the world was threatened by Mondain, the evil wizard!<bye><n>Perhaps another time then!",0x1000c45
mina,0x1000c46
"Minax is dead!<q>Listen to the tale?<y><@ultima2>Lord British recounts the events of a time long gone, when all of time was threatened by the evil sorceress Minax, during a time now known as the Revenge of the Enchantress!<bye><n>Perhaps another time then!",0x1000c47
exod,0x1000c48
"Exodus is dead!<q>Listen to the tale?<y><@ultima3>Lord British recounts the events of a time long gone, when the world was threatened by the mysterious spawn of Mondain and Minax, known only as Exodus!<bye><n>Perhaps another time then!",0x1000c49
avat,0x1000c4a
To be an Avatar is to be the embodiment of the Eight Virtues. It is to live a life constantly and forever in the Quest to better thyself and the world in which we live.,0x1000c4b
ques,0x1000c4c
The Quest of the Avatar is to know and become the embodiment of the Eight Virtues of Goodness! It is known that all who take on this Quest must prove themselves by conquering the Abyss and Viewing the Codex of Ultimate Wisdom!,0x1000c4d
brit,0x1000c4e
"Even though the Great Evil Lords have been routed evil yet remains in Britannia. If but one soul could complete the Quest of the Avatar, our people would have a new hope, a new goal for life. There would be a shining example that there is more to life than the endless struggle for possessions and gold!",0x1000c4f
ankh,0x1000c50
he Ankh is the symbol of one who strives for Virtue. Keep it with thee at all times for by this mark thou shalt be known!,0x1000c51
abys,0x1000c52
"The Great Stygian Abyss is the darkest pocket of evil remaining in Britannia! It is said that in the deepest recesses of the Abyss is the Chamber of the Codex! It is also said that only one of highest Virtue may enter this Chamber, one such as an Avatar!",0x1000c53
virt,0x1000c54
"The Eight Virtues of the Avatar are: Honesty, Compassion, Valor, Justice, Sacrifice, Honor, Spirituality, and Humility!",0x1000c55
black stone,0x1001388
"Ah, the Black Stone. Yes I've heard of it. But, the only one who knows where it lies is the wizard Merlin.",0x1001389
sextant,0x100138a
For navigation a Sextant is vital... Ask for one in the Guild shops!,0x100138b
white stone,0x100138c
"Hmmm, Now let me see... Yes, it was the old Hermit... Sloven! He is tough to find, lives near Lock Lake I hear.",0x100138d
skull,0x100138e
If thou must know of that evilest of all things... find the beggar Jude. He is very very poor!,0x100138f
mandrake,0x1001390
The last person I knew that had any Mandrake was an old alchemist named Calumny.,0x1001391
nightshade,0x1001392
Of Nightshade I know but this... Seek out Virgil or thou shalt miss! Try in Trinsic!,0x1001393
Take not the gold of others found in towns and castles for yours it is not!,0x1001394
Cheat not the merchants and peddlers for tis an evil thing to do!,0x1001395
"Second, read the Book of Truth at the entrance to the Great Stygian Abyss!",0x1001396
"Kill not the non-evil beasts of the land, and do not attack the fair people!",0x1001397
Give of thy purse to those who beg and thy deed shall not be forgotten!,0x1001398
"Third, light the Candle of Love at the entrance to the Great Stygian Abyss!",0x1001399
Victories scored over evil creatures help to build a valorous soul!,0x100139a
To flee from battle with less than grievous wounds often shows a coward!,0x100139b
"First, ring the Bell of Courage!",0x100139c
To take the gold of others is injustice not soon forgotten. Take only thy due!,0x100139d
Attack not a peaceful citizen for that action deserves strict punishment!,0x100139e
"Kill not a non-evil beast for they deserve not death, even if in hunger they attack thee!",0x100139f
To give thy last gold piece unto the needy shows good measure of self-sacrifice!,0x10013a0
For thee to flee and leave thy companions is a self-serving action to be avoided!,0x10013a1
To give of thy life's blood so that others may live is a virtue of great praise!,0x10013a2
Take not the gold of others for this shall bring dishonor upon thee!,0x10013a3
To strike first a non-evil being is by no means an honorable deed!,0x10013a4
"Seek ye to solve the many quests before thee, and honor shall be thy reward!",0x10013a5
Seek ye to know thyself. Visit the seer often for he can see into thy inner being!,0x10013a6
Meditation leads to enlightenment. Seek ye all Wisdom and Knowledge!,0x10013a7
"If thou dost seek the White Stone, search ye not under the ground, but in Serpent's Spine!",0x10013a8
Claim not to be that which thou art not. Humble actions speak well of thee!,0x10013a9
Strive not to wield the great force of evil for its powers will overcome thee!,0x10013aa
"If thou dost seek the Black Stone, search ye at the Time and Place of the gate on the darkest of all nights!",0x10013ab
Player doesn't exist,0x10013ac
You tell,0x10013ad
Thou hast proven thyself to be truly good in nature.,0x10013ae
Thou must know that thy quest to become an Avatar is the endless quest of a lifetime.,0x10013af
Avatarhood is a living gift. It must always and forever be nurtured to flourish.,0x10013b0
"For if thou dost stray from the paths of virtue, thy way may be lost forever.",0x10013b1
"Return now unto thine own world. Live there as an example to thy people, as our memory of thy gallant deeds serves us.",0x10013b2
"As the sound of the voice trails off, darkness seems to rise around you. There is a moment of intense, wrenching vertigo.",0x10013b3
You open your eyes to a familiar circle of stones. You wonder of your recent adventures.,0x10013b4
It seems a time and place very distant. You wonder if it really happened. Then you realize that in your hand you hold The Ankh.,0x10013b5
"You walk away from the circle, knowing that you can always return from whence you came, since you now know the secret of the gates.",0x10013b6
CONGRATULATIONS! Thou hast completed ULTIMA IV Quest of the AVATAR! Return to the world of Britannia and aid others in their quest!,0x10013b7
veramocor,0x10013b8
infinity,0x10013bc
tells you,0x10013bd
Enter... If you dare!,0x10013be
Chuckles: Welcome all!,0x10013bf
"West 8, South 35 and await Dawn!",0x10013c0
"The Wise Cleric: 4 cards, 4 slots...",0x10013c1
Phantom Fighter: The food stinks!,0x10013c2
Cookie cries: Like the food?,0x10013c3
Iolo sings: Ho eyo he hum!,0x10013c4
Gwino sings: Muh eh oye oh!,0x10013c5
Welcome to Dawn!,0x10013c6
*Search* on isles!,0x10013c7
*Search* for Exotics!,0x10013c8
*Search* carefully!,0x10013c9
Jolly Good Day!,0x10013ca
Dawn lasts but a brief moment!,0x10013cb
Ambrosia awaits!,0x10013cc
Seek ye thy fortune!,0x10013cd
Begone fool!,0x10013ce
*Bribe* me to enter,0x10013cf
Exodus is four as one!,0x10013d0
Marks gained in dungeons!,0x10013d1
Hot metal leaves a Mark!,0x10013d2
The King favors a Mark!,0x10013d3
A Mark helps invoke the Snake,0x10013d4
"4 Marks, 4 uses!",0x10013d5
Seek ye the Dungeon of Fire!,0x10013d6
Mark thee well!,0x10013d7
All may enter... None shall leave!,0x10013d8
Choose well your way!,0x10013d9
Save me please!,0x10013da
Death is here!,0x10013db
Leave quickly!,0x10013dc
*Meditate* for the invocation!,0x10013dd
*Meditate* in the Circle of Light!,0x10013de
'Invoke' the Silver Snake!,0x10013df
To pass you need a Mark!,0x10013e0
Fawn is a nice place!,0x10013e1
Welcome to Fawn: City of the sea!,0x10013e2
Yo! ho! ho! and a bottle of rum!,0x10013e3
Watch it bub!,0x10013e4
Ever seen Exotic arms?,0x10013e5
Exotic clues found at Dawn!,0x10013e6
Only Exotics will protect from Great Evil!,0x10013e7
Don't you wish you were a Jester!,0x10013e8
Is it not lovely?,0x10013e9
Quest ye unto Lost Ambrosia!,0x10013ea
Only with Exotic arms can you win,0x10013eb
Exodus lies beyond the Silver Snake!,0x10013ec
Dawn comes each new pair!,0x10013ed
Dupre laughs: Drink up!,0x10013ee
Round back!,0x10013ef
Ho! Ho!,0x10013f0
*Insert* cards into panels!,0x10013f1
"4 cards, 4 pannels...",0x10013f2
Jolly Joe: Ho Ho Ho!,0x10013f3
Baby Bob: Bring me bucks!,0x10013f4
Cards are useful!,0x10013f5
Marks are useful!,0x10013f6
Exotics are useful!,0x10013f7
"Good stuff, eh?",0x10013f8
Seek the Jester in castle Fire!,0x10013f9
Sentri: Good grog!,0x10013fa
Shamino: Good food!,0x10013fb
*Search* the Shrines!,0x10013fc
*Search* for cards!,0x10013fd
None shall pass!,0x10013fe
We are honored!,0x10013ff
Seek ye the Shrines of Truth.,0x1001400
To arms! And to battle!,0x1001401
*Bribe* guards! They will leave!,0x1001402
Peace be with you.,0x1001403
I've been beyond the whirlpool!,0x1001404
Dawn rises in the Dark Forest.,0x1001405
Depart or die!,0x1001406
Search and ye shall find!,0x1001407
Welcome to the Circle of Light!,0x1001408
Bonam animam tueri!,0x1001409
Know ye well thy foes!,0x100140a
Dardin's Pit!,0x100140b
Secret slides!,0x100140c
Beware traps!,0x100140d
Ever adventure!,0x100140e
Gremlins!,0x100140f
Circle Death!,0x1001410
Colossal cavern!,0x1001411
Traps to gold!,0x1001412
Welcome fools to your doom!!,0x1001413
Secret corners!,0x1001414
Traps & Treasure,0x1001415
Beware the winds,0x1001416
Danger!,0x1001417
Map well!!!,0x1001418
Reach up!,0x1001419
Windy secret,0x100141a
Beware the fires of hell!,0x100141b
Trapped door!,0x100141c
Twisty maze!,0x100141d
Windy walk!,0x100141e
Gremlin city!,0x100141f
Devils den!,0x1001420
Go back! Pits!,0x1001421
Chamber of fire!,0x1001422
Mines of Morinia,0x1001423
Terror tunnels!,0x1001424
Long march!,0x1001425
Misty mines!,0x1001426
Mines of madness,0x1001427
"G, T, & G!",0x1001428
Dark prevails!,0x1001429
Dry hole,0x100142a
Perinian depths,0x100142b
Go back!,0x100142c
Not here!,0x100142d
Quarter each!,0x100142e
Death awaits!,0x100142f
Map well!,0x1001430
Gremlins!,0x1001431
Go back!,0x1001432
Clues to follow!,0x1001433
